gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio_326_over_323,gene_id,full_name,location,cell_type,cellchat_pathway
ASPM,,,,no,0.215,0.128,2463,1491,-0.753,ENSG00000066279,Abnormal spindle-like microcephaly-associated protein (Abnormal spindle protein homolog) (Asp homolog),Cytoplasm,DN4 thymocyte;erythroid lineage cell;pro-B cell;salivary gland cell;transit amplifying cell of small intestine,
AURKB,,,,no,0.305,0.272,3488,3183,-0.161,ENSG00000178999,Aurora kinase B,Nucleus,precursor B cell;large pre-B-II cell;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell,
BACH2,,,,no,1.134,1.187,12990,13869,0.066,ENSG00000112182,Transcription regulator protein BACH2 (BTB and CNC homolog 2),Cytoplasm,lens fiber cell;secondary lens fiber;B cell;precursor B cell;small pre-B-II cell;pre-B-I cell;late pro-B cell,
BANK1,,,,no,0.233,0.132,2664,1543,-0.817,ENSG00000153064,B-cell scaffold protein with ankyrin repeats,,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;B cell;immature B cell;transitional stage B cell;plasma cell,
BCL6,,,,no,4.238,3.414,48535,39897,-0.312,ENSG00000113916,B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51),Nucleus,skeletal muscle fiber;fast muscle cell;cell of skeletal muscle;white fat cell;subcutaneous fat cell;sebaceous gland cell,
BIRC5,,,,no,0.708,0.358,8109,4186,-0.983,ENSG00000089685,Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin),Cytoplasm,"double-positive, alpha-beta thymocyte;large pre-B-II cell",
BLK,,,,no,0.026,0.046,295,540,0.843,ENSG00000136573,Tyrosine-protein kinase Blk,Cell membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;B cell;immature B cell;transitional stage B cell,
BLNK,,,,no,1.718,1.959,19674,22888,0.189,ENSG00000095585,B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65),Cytoplasm,central nervous system macrophage;B-1a B cell;late pro-B cell;early lymphoid progenitor;pro-B cell;fraction A pre-pro B cell,
BTK,,,,no,0.95,1.736,10879,20284,0.87,ENSG00000010671,Tyrosine-protein kinase BTK,Cytoplasm,basophil;eosinophil;B-1a B cell;B-1b B cell;small pre-B-II cell;pre-B-I cell,
BTLA,,,,no,0.069,0.046,787,538,-0.578,ENSG00000186265,B- and T-lymphocyte attenuator (B- and T-lymphocyte-associated protein) (CD antigen CD272),Cell membrane,naive B cell;B cell,BTLA
CALM3,,,,no,16.504,14.013,189023,163741,-0.236,ENSG00000160014,Calmodulin-3,Cytoplasm,pancreatic A cell;Hofbauer cell;platelet;T-helper 17 cell;large pre-B-II cell;myeloid cell;megakaryocyte-erythroid progenitor cell;megakaryocyte,
CANX,,,,no,50.662,44.115,580234,515474,-0.2,ENSG00000127022,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),Endoplasmic reticulum membrane,fallopian tube secretory epithelial cell;IgG plasmablast;IgA plasmablast;serous cell of epithelium of bronchus,
CBX5,,,,no,9.096,7.065,104172,82554,-0.364,ENSG00000094916,Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha),Nucleus,glioblast;Schwann cell precursor;neural crest cell;fraction A pre-pro B cell;enteric neuron,
CCDC50,,,,no,13.095,14.881,149974,173877,0.184,ENSG00000152492,Coiled-coil domain-containing protein 50 (Protein Ymer),Cytoplasm,"professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;B-1a B cell;common dendritic progenitor",
CCNA2,,,,no,0.328,0.284,3756,3318,-0.208,ENSG00000145386,Cyclin-A2 (Cyclin-A) (Cyclin A),Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;fraction A pre-pro B cell",
CCND2,,,,no,17.11,16.337,195956,190890,-0.067,ENSG00000118971,G1/S-specific cyclin-D2,Nucleus,"intestinal crypt stem cell of small intestine;IgG plasmablast;IgA plasmablast;activated CD4-positive, alpha-beta T cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;neural progenitor cell",
CCND3,,,,no,2.449,1.864,28049,21786,-0.393,ENSG00000112576,G1/S-specific cyclin-D3,Nucleus,"platelet;double-positive, alpha-beta thymocyte;precursor B cell;large pre-B-II cell;late pro-B cell;immature natural killer cell;CD16-positive, CD56-dim natural killer cell, human;megakaryocyte;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell",
CCR2,,,,no,0.497,1.363,5697,15929,1.454,ENSG00000121807,C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192),Cell membrane,classical monocyte;IgG plasmablast;IgA plasmablast;monocyte,CCL
CCR7,,,,no,0.018,0.011,210,127,-0.754,ENSG00000126353,C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197),Cell membrane,"leukocyte;myeloid dendritic cell, human;mature conventional dendritic cell;IgG-negative class switched memory B cell;B-1a B cell;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;effector CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;mature T cell;regulatory T cell;naive T cell;DN3 thymocyte",CCL
CD19,,,,no,0.078,0.132,897,1538,0.749,ENSG00000177455,B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19),Cell membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;regulatory T cell;B cell;immature B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;transitional stage B cell;early T lineage precursor,
CD1C,,,,no,0.049,0.07,564,815,0.502,ENSG00000158481,T-cell surface glycoprotein CD1c (CD antigen CD1c),Cell membrane,"mononuclear phagocyte;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;dendritic cell, human;unswitched memory B cell;B-1a B cell;B-1b B cell;follicular B cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;transitional stage B cell",
CD22,,,,no,0.214,0.261,2447,3046,0.287,ENSG00000012124,B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22),Cell membrane,"professional antigen presenting cell;dendritic cell, human;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1b B cell;follicular B cell;germinal center B cell;B cell;immature B cell;transitional stage B cell",CD45
CD27,,,,no,0.103,0.225,1175,2632,1.135,ENSG00000139193,CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27),Membrane,"leukocyte;mature B cell;follicular B cell;germinal center B cell;plasmablast;mononuclear cell;lymphocyte;T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature T cell;regulatory T cell;naive T cell;exhausted T cell;intraepithelial lymphocyte;DN3 thymocyte;DN4 thymocyte;double negative T regulatory cell;late pro-B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell",CD70
CD320,,,,no,0.235,0.188,2689,2194,-0.322,ENSG00000167775,CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320),Cell membrane,gut endothelial cell;cerebral cortex endothelial cell;plasmablast,
CD38,,,,no,0.382,0.421,4378,4921,0.14,ENSG00000004468,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Cell surface,"plasmablast;IgG plasmablast;IgA plasmablast;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;mature T cell;immature T cell;thymocyte;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;erythroid progenitor cell, mammalian;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell",PECAM2
CD40,,,,no,2.268,3.815,25980,44572,0.75,ENSG00000101017,Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CDw40) (CD antigen CD40),Secreted,"medullary thymic epithelial cell;dendritic cell;myeloid dendritic cell, human;memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;germinal center B cell",CD40
CD44,,,,no,47.499,46.665,544000,545266,-0.026,ENSG00000026508,CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44),Cell membrane,intestinal crypt stem cell of large intestine;pancreatic ductal cell;pancreatic acinar cell;elicited macrophage;alternatively activated macrophage;hematopoietic cell;granulocyte;leukocyte;myeloid leukocyte;mast cell;B cell;myeloid cell;early T lineage precursor;fibroblast of breast,MIF;SPP1;GALECTIN;COLLAGEN;FN1;LAMININ;SELE
CD72,,,,no,0.163,0.189,1872,2214,0.213,ENSG00000137101,B-cell differentiation antigen CD72 (Lyb-2) (CD antigen CD72),Membrane,mature B cell;unswitched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;B cell;immature B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell,SEMA4
CD79A,,,,no,0.084,0.154,966,1805,0.873,ENSG00000105369,B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a),Cell membrane,hematopoietic cell;leukocyte;professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;plasmablast;mononuclear cell;lymphocyte;regulatory T cell;B cell;immature B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;transitional stage B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;early lymphoid progenitor,
CD79B,,,,no,0.112,0.243,1288,2834,1.109,ENSG00000007312,B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b),Cell membrane,hematopoietic cell;leukocyte;professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;plasmablast;mononuclear cell;lymphocyte;B cell;immature B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;transitional stage B cell;IgM plasma cell;hematopoietic precursor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;early T lineage precursor,
CD83,,,,no,1.33,1.302,15228,15218,-0.03,ENSG00000112149,CD83 antigen (hCD83) (B-cell activation protein) (Cell surface protein HB15) (CD antigen CD83),Membrane,"elicited macrophage;inflammatory macrophage;colon macrophage;leukocyte;professional antigen presenting cell;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;mature conventional dendritic cell;liver dendritic cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1a B cell;B-1b B cell;germinal center B cell;B cell;immature B cell",
CD99,,,,no,27.52,28.886,315188,337521,0.07,ENSG00000002586,CD99 antigen (12E7) (E2 antigen) (Protein MIC2) (T-cell surface glycoprotein E2) (CD antigen CD99),Membrane,"Sertoli cell;pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;enteroendocrine cell;endosteal cell;preosteoblast;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;late pro-B cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-T cell;common lymphoid progenitor",CD99
CDCA3,,,,no,0.235,0.153,2687,1790,-0.615,ENSG00000111665,Cell division cycle-associated protein 3 (Gene-rich cluster protein C8) (Trigger of mitotic entry protein 1) (TOME-1),Cytoplasm,pro-B cell,
CDK1,,,,no,0.48,0.229,5502,2671,-1.071,ENSG00000170312,Cyclin-dependent kinase 1 (CDK1),Nucleus,"double-positive, alpha-beta thymocyte;precursor B cell;large pre-B-II cell;erythroid lineage cell;pro-B cell;fraction A pre-pro B cell",
CENPF,,,,no,0.376,0.237,4301,2766,-0.666,ENSG00000117724,Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin),Cytoplasm,"alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;DN4 thymocyte;large pre-B-II cell;erythroid lineage cell;fraction A pre-pro B cell;salivary gland cell",
CKS2,,,,no,0.507,0.375,5802,4383,-0.434,ENSG00000123975,Cyclin-dependent kinases regulatory subunit 2 (CKS-2),,fraction A pre-pro B cell,
CLPTM1L,,,,no,22.901,21.675,262286,253267,-0.079,ENSG00000049656,Lipid scramblase CLPTM1L (Cisplatin resistance-related protein 9) (CRR9p) (Cleft lip and palate transmembrane protein 1-like protein) (CLPTM1-like protein),Endoplasmic reticulum membrane,plasma cell;tracheobronchial serous cell,
CMTM8,,,,no,9.908,9.623,113475,112444,-0.042,ENSG00000170293,CKLF-like MARVEL transmembrane domain-containing protein 8 (Chemokine-like factor superfamily member 8),Cytoplasm;Nucleus,type B pancreatic cell;pancreatic PP cell;pancreatic epsilon cell;fenestrated cell;glomerular endothelial cell;late pro-B cell;neuron,
CNR2,,,,no,0.04,0.02,463,233,-1.02,ENSG00000188822,Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5),Cell membrane,follicular B cell;transitional stage B cell,2-AG
CR1,,,,no,0.296,0.395,3395,4610,0.412,ENSG00000203710,Complement receptor type 1 (C3b/C4b receptor) (CD antigen CD35),Membrane,kidney glomerular epithelial cell;podocyte;follicular dendritic cell;blood cell;granulocyte;neutrophil;follicular B cell;immature innate lymphoid cell,
CR2,,,,no,0.059,0.05,679,586,-0.241,ENSG00000117322,Complement receptor type 2 (Cr2) (Complement C3d receptor) (Epstein-Barr virus receptor) (EBV receptor) (CD antigen CD21),Cell membrane,follicular dendritic cell;mature B cell;memory B cell;follicular B cell;B cell,COMPLEMENT;CD23
CSK,,,,no,5.215,6.292,59731,73517,0.271,ENSG00000103653,Tyrosine-protein kinase CSK,Cytoplasm,"CD141-positive myeloid dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;B-1a B cell;B-1b B cell;germinal center B cell;non-classical monocyte;CD14-low, CD16-positive monocyte;DN4 thymocyte;B cell;group 2 innate lymphoid cell",
CXCR4,,,,no,0.9,4.239,10310,49526,2.235,ENSG00000121966,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),Cell membrane,"mononuclear phagocyte;hematopoietic cell;leukocyte;mature conventional dendritic cell;liver dendritic cell;mature B cell;memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;follicular B cell;mononuclear cell;lymphocyte;CD4-positive helper T cell;T-helper 1 cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;type I NK T cell;DN3 thymocyte;B cell;immature B cell;precursor B cell;immature natural killer cell;DN1 thymic pro-T cell",CXCL;MIF
CXCR5,,,,no,0.022,0.023,256,271,0.053,ENSG00000160683,C-X-C chemokine receptor type 5 (CXC-R5) (CXCR-5) (Burkitt lymphoma receptor 1) (Monocyte-derived receptor 15) (MDR-15) (CD antigen CD185),Cell membrane,mature B cell;memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;T follicular helper cell;B cell;transitional stage B cell,CXCL
CYBA,,,,no,8.835,6.415,101184,74960,-0.462,ENSG00000051523,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),Cell membrane,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;activated CD8-positive, alpha-beta T cell, human;plasma cell;IgG plasma cell;IgA plasma cell",
CYBC1,,,,no,3.823,4.88,43784,57017,0.352,ENSG00000178927,Cytochrome b-245 chaperone 1 (Essential for reactive oxygen species protein) (Eros),Endoplasmic reticulum membrane,B-1a B cell,
CYTOR,,,,no,2.536,2.495,29041,29158,-0.023,ENSG00000222041,,,endothelial cell of umbilical vein;prostate gland microvascular endothelial cell;plasma cell;IgG plasma cell;pancreatic stellate cell,
DDIT3,,,,no,0.975,1.594,11171,18628,0.709,ENSG00000175197,DNA damage-inducible transcript 3 protein (DDIT-3) (C/EBP zeta) (C/EBP-homologous protein) (CHOP) (C/EBP-homologous protein 10) (CHOP-10) (CCAAT/enhancer-binding protein homologous protein) (Growth arrest and DNA damage-inducible protein GADD153),Cytoplasm,epithelial cell of uterus;B cell;Mueller cell,
DEK,,,,no,11.483,7.716,131514,90155,-0.574,ENSG00000124795,Protein DEK,Nucleus,fallopian tube secretory epithelial cell;large pre-B-II cell;promonocyte;primitive red blood cell;fraction A pre-pro B cell;myeloid lineage restricted progenitor cell,
DERL3,,,,no,3.463,7.242,39662,84624,1.064,ENSG00000099958,Derlin-3 (Degradation in endoplasmic reticulum protein 3) (DERtrin-3) (Der1-like protein 3),Endoplasmic reticulum membrane,"dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;mature B cell;plasmablast;IgA plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell",
DNTT,,,,no,0.066,0.009,757,110,-2.812,ENSG00000107447,DNA nucleotidylexotransferase,Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;late pro-B cell;hematopoietic precursor cell;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;pro-T cell;early T lineage precursor",
DTX1,,,,no,1.584,1.907,18146,22278,0.267,ENSG00000135144,E3 ubiquitin-protein ligase DTX1,Cytoplasm;Nucleus,immature B cell;precursor B cell,
DUSP5,,,,no,4.194,3.898,48035,45549,-0.106,ENSG00000138166,Dual specificity protein phosphatase 5,Nucleus,epithelial cell of lacrimal sac;urothelial cell;bladder urothelial cell;club cell;epithelial cell of urethra;conjunctival epithelial cell;IgA plasma cell;bladder cell,
EBF1,,,,no,1.03,1.309,11795,15294,0.346,ENSG00000164330,Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor),Nucleus,chromaffin cell;skeletal muscle fibroblast;smooth muscle myoblast;neuron;ganglion interneuron;Purkinje cell;medium spiny neuron;connective tissue cell;preadipocyte;brown preadipocyte;fibroblast of cardiac tissue;kidney interstitial fibroblast;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle;pericyte;mesangial cell;renal interstitial pericyte;fibro/adipogenic progenitor cell;kidney interstitial cell,
EEF1G,,,,no,96.723,94.29,1107767,1101758,-0.037,ENSG00000254772,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),,"CD34-positive, CD38-negative hematopoietic stem cell;prostate gland microvascular endothelial cell;mesothelial cell of pleura;basal cell of prostate epithelium;epithelial cell of urethra;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;T cell;naive thymus-derived CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD8-positive, alpha-beta T cell;memory T cell;naive T cell;transitional stage B cell;peripheral blood mononuclear cell;erythroid progenitor cell;erythroid progenitor cell, mammalian",
EIF4A3,,,,no,5.136,6.0,58826,70108,0.224,ENSG00000141543,Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III),Nucleus,T follicular helper cell;precursor B cell;fibroblast of connective tissue of nonglandular part of prostate,
ERG,,,,no,0.961,1.558,11012,18202,0.696,ENSG00000157554,Transcriptional regulator ERG (Transforming protein ERG),Nucleus,corneal endothelial cell;kidney capillary endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of sinusoid;cardiac endothelial cell;late pro-B cell;glutamatergic neuron;renal interstitial pericyte;kidney interstitial cell,
ERN1,,,,no,11.908,8.604,136379,100541,-0.469,ENSG00000178607,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a),Endoplasmic reticulum membrane,mucosal invariant T cell;plasma cell;IgG plasma cell;IgA plasma cell,
