gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio_326_over_323,gene_id,full_name,location,cell_type,cellchat_pathway
AOAH,,,,no,0.894,2.817,10237,32916,1.656,ENSG00000136250,Acyloxyacyl hydrolase,Secreted,"macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;microglial cell;mature microglial cell;hematopoietic cell;leukocyte;myeloid leukocyte;activated CD8-positive, alpha-beta T cell;innate lymphoid cell;CD16-positive, CD56-dim natural killer cell, human;immature innate lymphoid cell;myeloid cell",
APEX1,,,,no,16.68,16.64,191030,194432,-0.003,ENSG00000100823,DNA-(apurinic or apyrimidinic site) endonuclease,Nucleus,glioblast;Schwann cell precursor;bone marrow cell;granulocyte monocyte progenitor cell;professional antigen presenting cell;dendritic cell;common dendritic progenitor;macrophage dendritic cell progenitor;basophil mast progenitor cell;hematopoietic multipotent progenitor cell;early lymphoid progenitor;early T lineage precursor,
AQP4,,,,no,0.111,0.065,1270,765,-0.76,ENSG00000171885,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),Cell membrane,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;astrocyte;mature astrocyte;radial glial cell;Mueller cell;forebrain radial glial cell;neural progenitor cell;lung secretory cell,
AR,,,,no,0.412,0.481,4715,5625,0.226,ENSG00000169083,Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4),Nucleus,luminal cell of prostate epithelium;neuron,Androstenedione;DHT;Testosterone
ARC,,,,no,0.061,0.07,695,817,0.204,ENSG00000198576,Activity-regulated cytoskeleton-associated protein (hArc) (Activity-regulated gene 3.1 protein homolog) (ARC/ARG3.1) (Arg3.1),Extracellular vesicle membrane,type EC enteroendocrine cell;vasa recta descending limb cell;forebrain radial glial cell;sympathetic neuron,
ARX,,,,no,0.408,0.396,4677,4622,-0.046,ENSG00000004848,Homeobox protein ARX (Aristaless-related homeobox),Nucleus,pancreatic endocrine cell;pancreatic PP cell;PP cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of colon;forebrain radial glial cell;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron,
ASCL1,,,,no,0.092,0.068,1052,794,-0.435,ENSG00000139352,Achaete-scute homolog 1 (ASH-1) (hASH1) (Class A basic helix-loop-helix protein 46) (bHLHa46),Nucleus,glioblast;Schwann cell precursor;neural crest cell;neuroendocrine cell;lung neuroendocrine cell;epithelial cell of thymus;medullary thymic epithelial cell;enteric neuron;peripheral nervous system neuron,
ASTN2,,,,no,1.454,1.297,16655,15150,-0.166,ENSG00000148219,Astrotactin-2,Membrane,kidney loop of Henle thin descending limb epithelial cell;neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;cerebellar granule cell;Purkinje cell;visceromotor neuron,
BAALC,,,,no,1.359,1.377,15568,16086,0.018,ENSG00000164929,Brain and acute leukemia cytoplasmic protein,Cytoplasm,type EC enteroendocrine cell;hematopoietic multipotent progenitor cell;common lymphoid progenitor;enteric neuron,
BCAN,,,,no,0.043,0.011,492,126,-1.994,ENSG00000132692,Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB) (Chondroitin sulfate proteoglycan 7),Secreted,radial glial cell;forebrain radial glial cell;neural progenitor cell,
BCHE,,,,no,0.193,0.124,2212,1451,-0.637,ENSG00000114200,Cholinesterase,Secreted,glioblast;Schwann cell precursor;neural crest cell;interstitial cell of Cajal;tracheobronchial smooth muscle cell;neuron,
BCL2,,,,no,1.295,1.556,14831,18181,0.265,ENSG00000171791,Apoptosis regulator Bcl-2,Mitochondrion outer membrane,parietal epithelial cell;kidney loop of Henle thin descending limb epithelial cell;melanocyte;Schwann cell;fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
BCOR,,,,no,3.706,4.921,42440,57497,0.409,ENSG00000183337,BCL-6 corepressor (BCoR),Nucleus,basal cell of epidermis;stem cell of epidermis;epithelial cell of sweat gland;mature microglial cell;melanocyte of skin;mature astrocyte,
BEX2,,,,no,4.897,4.443,56080,51910,-0.14,ENSG00000133134,Protein BEX2 (Brain-expressed X-linked protein 2) (hBex2),Cytoplasm,pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;pancreatic D cell;pancreatic PP cell;pancreatic epsilon cell;enteroendocrine cell;PP cell;endocrine cell;ON-bipolar cell;rod bipolar cell;Cajal-Retzius cell;glycinergic neuron,
BMPR1B,,,,no,0.358,0.278,4101,3247,-0.366,ENSG00000138696,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B),Cell membrane,kidney collecting duct epithelial cell;kidney collecting duct principal cell;kidney collecting duct intercalated cell;neuroendocrine cell;chromaffin cell;renal principal cell;renal beta-intercalated cell;lung goblet cell;taste receptor cell;luminal cell of prostate epithelium;kidney connecting tubule epithelial cell;astrocyte;Bergmann glial cell;sympathetic neuron;fibroblast;kidney interstitial fibroblast;mesangial cell;kidney interstitial cell;kidney collecting duct cell,BMP
BNC2,,,,no,0.436,0.46,4998,5372,0.075,ENSG00000173068,Zinc finger protein basonuclin-2,Nucleus,pigmented epithelial cell;parietal epithelial cell;melanocyte;melanocyte of skin;neuron;fibroblast;preadipocyte;brown preadipocyte;fibroblast of cardiac tissue;mesothelial fibroblast;fat cell;adipocyte of breast;fibro/adipogenic progenitor cell,
BNIP3,,,,no,27.04,17.418,309692,203522,-0.635,ENSG00000176171,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Mitochondrion;Mitochondrion outer membrane,pancreatic acinar cell;cortical thymic epithelial cell;ovarian surface epithelial cell;glycinergic neuron,
C3AR1,,,,no,1.863,1.889,21333,22070,0.02,ENSG00000171860,C3a anaphylatoxin chemotactic receptor (C3AR) (C3a-R),Cell membrane,phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;alveolar macrophage;microglial cell;colon macrophage;lung macrophage;hematopoietic cell;blood cell;granulocyte;leukocyte;professional antigen presenting cell;myeloid leukocyte;myeloid cell;myelocyte;granulocytopoietic cell,COMPLEMENT
CA10,,,,no,0.064,0.013,729,147,-2.339,ENSG00000154975,Carbonic anhydrase-related protein 10 (Carbonic anhydrase-related protein X) (CA-RP X) (CARP X) (Cerebral protein 15),,podocyte;neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;interneuron;bipolar neuron;retinal bipolar neuron;ON-bipolar cell;rod bipolar cell;stellate neuron;cerebellar granule cell,
CA14,,,,no,0.044,0.013,505,154,-1.742,ENSG00000118298,Carbonic anhydrase 14,Membrane,radial glial cell;Mueller cell,
CACNA1B,,,,no,0.152,0.123,1741,1440,-0.303,ENSG00000148408,"Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)",Membrane,neural cell;neuron;interneuron;ganglion interneuron;inhibitory interneuron;amacrine cell;GABAergic neuron;glutamatergic neuron,
CACNA2D1,,,,no,0.737,0.636,8446,7435,-0.213,ENSG00000153956,Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1),Membrane,pancreatic D cell;stellate neuron;neuronal brush cell,
CACNG3,,,,no,0.051,0.013,587,156,-1.941,ENSG00000006116,Voltage-dependent calcium channel gamma-3 subunit (Neuronal voltage-gated calcium channel gamma-3 subunit) (Transmembrane AMPAR regulatory protein gamma-3) (TARP gamma-3),Membrane,retina horizontal cell;glycinergic neuron,
CACNG5,,,,no,0.096,0.095,1105,1109,-0.024,ENSG00000075429,Voltage-dependent calcium channel gamma-5 subunit (Neuronal voltage-gated calcium channel gamma-5 subunit) (Transmembrane AMPAR regulatory protein gamma-5) (TARP gamma-5),Membrane,medium spiny neuron,
CADM3,,,,no,0.282,0.446,3225,5210,0.663,ENSG00000162706,Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1),Cell membrane,OFF-bipolar cell;Cajal-Retzius cell;visceromotor neuron,CADM;NECTIN
CALB1,,,,no,0.115,0.056,1312,659,-1.022,ENSG00000104327,"Calbindin (Calbindin D28) (D-28K) (Vitamin D-dependent calcium-binding protein, avian-type)",,kidney collecting duct epithelial cell;kidney collecting duct principal cell;kidney collecting duct intercalated cell;renal principal cell;renal intercalated cell;kidney distal convoluted tubule epithelial cell;kidney epithelial cell;kidney connecting tubule epithelial cell;epithelial cell of nephron;neuron;OFF-bipolar cell;glycinergic neuron;kidney cell;kidney collecting duct cell,
CALB2,,,,no,0.047,0.068,535,793,0.539,ENSG00000172137,Calretinin (CR) (29 kDa calbindin),,mesothelial cell of pleura;ovarian surface epithelial cell;Leydig cell;mast cell;cortical interneuron;cerebral cortex GABAergic interneuron;Cajal-Retzius cell;glycinergic neuron,
CALCA,,,,no,0.019,,218,0,,ENSG00000110680,Calcitonin,Secreted,neuroendocrine cell;lung neuroendocrine cell,CALCR;CALC
CALCB,,,,no,0.86,0.585,9844,6832,-0.556,ENSG00000175868,Calcitonin gene-related peptide 2 (Beta-type CGRP) (Beta-CGRP) (Calcitonin gene-related peptide II) (CGRP-II),Secreted,neuron,CALCR;CALC
CALCRL,,,,no,1.821,1.473,20854,17212,-0.306,ENSG00000064989,Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),Cell membrane,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;retinal blood vessel endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;dermis microvascular lymphatic vessel endothelial cell;endothelial cell of uterus;cardiac endothelial cell;endocardial cell;surface ectodermal cell;neuron;medium spiny neuron,CALCR;ADM;CALC;IAPP
CAMK2B,,,,no,0.397,0.229,4543,2680,-0.79,ENSG00000058404,Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta),Cytoplasm,bipolar neuron;retinal bipolar neuron;ON-bipolar cell;rod bipolar cell;OFF-bipolar cell,
CAMKV,,,,no,0.025,0.009,287,100,-1.55,ENSG00000164076,CaM kinase-like vesicle-associated protein,Cell membrane,glycinergic neuron,
CARTPT,,,,no,0.07,0.021,796,248,-1.711,ENSG00000164326,Cocaine- and amphetamine-regulated transcript protein,Secreted,neuron,
CASZ1,,,,no,3.406,3.663,39006,42798,0.105,ENSG00000130940,Zinc finger protein castor homolog 1 (Castor-related protein) (Putative survival-related protein) (Zinc finger protein 693),Nucleus,lens epithelial cell;neuron;neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal rod cell;medium spiny neuron,
CBLN1,,,,no,0.081,0.125,927,1462,0.628,ENSG00000102924,Cerebellin-1 (Precerebellin),Secreted,neuron;neuronal brush cell,Glutamate
CBLN4,,,,no,0.287,0.196,3283,2295,-0.545,ENSG00000054803,Cerebellin-4 (Cerebellin-like glycoprotein 1),Secreted,neuron,
CBX1,,,,no,6.584,5.931,75404,69307,-0.151,ENSG00000108468,Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta),Nucleus,glioblast;Schwann cell precursor;neural crest cell;mesodermal cell;enteric neuron;peripheral nervous system neuron,
CBX5,,,,no,9.096,7.065,104172,82554,-0.364,ENSG00000094916,Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha),Nucleus,glioblast;Schwann cell precursor;neural crest cell;fraction A pre-pro B cell;enteric neuron,
CCDC136,,,,no,0.279,0.537,3191,6278,0.947,ENSG00000128596,Coiled-coil domain-containing protein 136 (Nasopharyngeal carcinoma-associated gene 6 protein),Cytoplasmic vesicle,bipolar neuron;retinal bipolar neuron;ON-bipolar cell;rod bipolar cell;OFF-bipolar cell,
CCK,,,,no,0.042,0.011,480,131,-1.902,ENSG00000187094,Cholecystokinin (CCK),Secreted,type L enteroendocrine cell;neuron;cortical interneuron;cerebral cortex GABAergic interneuron;Cajal-Retzius cell;fibroblast of connective tissue of nonglandular part of prostate,CCK
CCN1,,,,no,6.646,11.12,76119,129936,0.743,ENSG00000142871,CCN family member 1 (Cellular communication network factor 1) (Cysteine-rich angiogenic inducer 61) (Insulin-like growth factor-binding protein 10) (IBP-10) (IGF-binding protein 10) (IGFBP-10) (Protein CYR61) (Protein GIG1),Secreted,glioblast;Schwann cell precursor;skeletal muscle satellite stem cell;myoepithelial cell;myoepithelial cell of mammary gland;epithelial cell of uterus;basal cell of prostate epithelium;uterine smooth muscle cell;tracheobronchial smooth muscle cell;skeletal muscle satellite cell;decidual cell;tendon cell;theca cell,
CCN2,,,,no,6.815,6.411,78050,74916,-0.088,ENSG00000118523,CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8),Secreted,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;endothelial cell of umbilical vein;pancreatic PP cell;PP cell;endothelial cell of uterus;kidney glomerular epithelial cell;parietal epithelial cell;enteric smooth muscle cell;glutamatergic neuron;tendon cell,
CCND1,,,,no,9.831,5.998,112592,70080,-0.713,ENSG00000110092,G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene),Nucleus,glioblast;Schwann cell precursor;epithelial cell;type I pneumocyte;epithelial cell of uterus;epithelial cell of thymus;cortical thymic epithelial cell,
CD14,,,,no,6.434,7.258,73687,84803,0.174,ENSG00000170458,Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14),Cell membrane,"acinar cell of salivary gland;phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;microglial cell;kidney resident macrophage;colon macrophage;Hofbauer cell;classical monocyte;CD14-positive, CD16-negative classical monocyte;blood cell;granulocyte;dendritic cell, human;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell;salivary gland cell",
CDH23,,,,no,1.967,2.658,22523,31063,0.435,ENSG00000107736,Cadherin-23 (Otocadherin),Cell membrane,neuron,
CDH6,,,,no,0.876,0.578,10033,6751,-0.6,ENSG00000113361,Cadherin-6 (Kidney cadherin) (K-cadherin),Cell membrane,glioblast;Schwann cell precursor;neural crest cell;epithelial cell of proximal tubule;parietal epithelial cell;ciliary muscle cell,
CDH7,,,,no,0.057,0.009,656,104,-2.686,ENSG00000081138,Cadherin-7,Cell membrane,neuron;granule cell;glycinergic neuron,
CDK4,,,,no,7.883,8.209,90289,95916,0.058,ENSG00000135446,Cyclin-dependent kinase 4,Cytoplasm,glioblast;Schwann cell precursor;macrophage dendritic cell progenitor,
CENPV,,,,no,2.258,1.889,25856,22074,-0.257,ENSG00000166582,Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6),Chromosome,glioblast;Schwann cell precursor;neural crest cell;forebrain radial glial cell;enteric neuron;cortical interneuron;cerebral cortex GABAergic interneuron;peripheral nervous system neuron;transit amplifying cell of small intestine,
CFAP20,,,,no,1.689,1.567,19349,18313,-0.108,ENSG00000070761,Cilia- and flagella-associated protein 20 (Basal body up-regulated protein 22) (Transcription factor IIB),Nucleus,vasa recta ascending limb cell;glomerular capillary endothelial cell;gut endothelial cell;enteric neuron;peripheral nervous system neuron,
CH25H,,,,no,0.203,0.166,2330,1939,-0.294,ENSG00000138135,Cholesterol 25-hydroxylase,Endoplasmic reticulum membrane,epithelial cell of thymus;medullary thymic epithelial cell;microglial cell;mononuclear phagocyte;vascular associated smooth muscle cell;smooth muscle cell of prostate;T follicular helper cell;pericyte;mural cell,
CHRM2,,,,no,0.027,0.017,309,200,-0.657,ENSG00000181072,Muscarinic acetylcholine receptor M2,Cell membrane,muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast;visceromotor neuron,Ach
CHRM3,,,,no,2.547,2.524,29172,29490,-0.013,ENSG00000133019,Muscarinic acetylcholine receptor M3,Cell membrane,kidney capillary endothelial cell;epithelial cell of sweat gland;smooth muscle cell of sphincter of pupil;ciliary muscle cell;stellate neuron;visceromotor neuron,Ach
CHRM5,,,,no,0.028,0.009,323,102,-1.692,ENSG00000184984,Muscarinic acetylcholine receptor M5,Cell membrane,ganglion interneuron;medium spiny neuron,Ach
CHRNA3,,,,no,0.036,0.023,415,270,-0.649,ENSG00000080644,Neuronal acetylcholine receptor subunit alpha-3,Postsynaptic cell membrane,neuroendocrine cell;chromaffin cell;immature alpha-beta T cell;enteric neuron;visceromotor neuron;peripheral nervous system neuron;sympathetic neuron,SLURP
CLIC4,,,,no,15.127,14.235,173245,166337,-0.088,ENSG00000169504,Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1),Cytoplasm,smooth muscle cell of sphincter of pupil;myometrial cell;trophoblast giant cell;Schwann cell;mesothelial fibroblast,
CMTM8,,,,no,9.908,9.623,113475,112444,-0.042,ENSG00000170293,CKLF-like MARVEL transmembrane domain-containing protein 8 (Chemokine-like factor superfamily member 8),Cytoplasm;Nucleus,type B pancreatic cell;pancreatic PP cell;pancreatic epsilon cell;fenestrated cell;glomerular endothelial cell;late pro-B cell;neuron,
CNDP1,,,,no,0.029,0.02,329,231,-0.539,ENSG00000150656,Beta-Ala-His dipeptidase,Secreted,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,
CNP,,,,no,9.137,7.449,104640,87045,-0.295,ENSG00000173786,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase)",Membrane,glioblast;Schwann cell precursor;neural crest cell;neuron associated cell;glial cell;macroglial cell;oligodendrocyte,
COBLL1,,,,no,15.737,14.277,180231,166827,-0.14,ENSG00000082438,Cordon-bleu protein-like 1,,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;kidney distal convoluted tubule epithelial cell;kidney epithelial cell;kidney connecting tubule epithelial cell;epithelial cell of nephron;kidney loop of Henle epithelial cell;kidney loop of Henle thin descending limb epithelial cell;trophoblast giant cell;neuron;kidney cell;kidney collecting duct cell,
COL25A1,,,,no,0.094,0.053,1079,615,-0.84,ENSG00000188517,Collagen alpha-1(XXV) chain (Alzheimer disease amyloid-associated protein) (AMY) (CLAC-P),Membrane,smooth muscle cell of sphincter of pupil;stellate neuron;neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal rod cell;kidney interstitial fibroblast;pericyte;mesangial cell;renal interstitial pericyte;kidney interstitial cell,
CPA6,,,,no,0.065,0.032,741,370,-1.031,ENSG00000165078,Carboxypeptidase A6,Secreted,basal epithelial cell of prostatic duct;pigmented epithelial cell;interstitial cell of Cajal;epithelial cell of prostate;basal cell of prostate epithelium;neuron;mesangial cell,
CPLX3,,,,no,0.032,,370,0,,ENSG00000213578,Complexin-3 (Complexin III) (CPX III),Synapse,ON-bipolar cell;OFF-bipolar cell;glycinergic neuron,
CRNDE,,,,no,0.673,0.179,7711,2086,-1.915,ENSG00000245694,,,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;luminal epithelial cell of mammary gland;lung neuroendocrine cell;bronchial epithelial cell;mammary gland epithelial cell;ovarian surface epithelial cell;neuron;tracheobronchial serous cell,
CSF1R,,,,no,2.021,3.73,23146,43585,0.884,ENSG00000182578,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R),Cell membrane,"phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;colon macrophage;Hofbauer cell;osteoclast;professional antigen presenting cell;myeloid leukocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;myeloid cell;macrophage dendritic cell progenitor",CSF
CSF2RA,,,,no,0.526,0.921,6027,10756,0.807,ENSG00000198223,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116),Cell membrane,"elicited macrophage;inflammatory macrophage;microglial cell;colon macrophage;mononuclear phagocyte;placental villous trophoblast;syncytiotrophoblast cell;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell, human",IL4
CTNND2,,,,no,7.709,8.62,88291,100724,0.161,ENSG00000169862,Catenin delta-2 (Delta-catenin) (GT24) (Neural plakophilin-related ARM-repeat protein) (NPRAP) (Neurojungin),Nucleus,cholangiocyte;neural cell;neuron associated cell;neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;macroglial cell;astrocyte;Bergmann glial cell;mature astrocyte;neuron;ganglion interneuron;granule cell,
CUEDC2,,,,no,5.167,5.56,59182,64969,0.106,ENSG00000107874,CUE domain-containing protein 2,Cytoplasm,glioblast;Schwann cell precursor;neural crest cell;macrophage dendritic cell progenitor,
CUX2,,,,no,0.072,0.052,821,612,-0.453,ENSG00000111249,Homeobox protein cut-like 2 (Homeobox protein cux-2),Nucleus,choroid plexus epithelial cell;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;visceromotor neuron;glutamatergic neuron;hepatic stellate cell;mesangial cell,
CX3CR1,,,,no,0.267,0.524,3061,6118,0.97,ENSG00000168329,CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28),Cell membrane,"macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;leukocyte;monocyte;non-classical monocyte;mononuclear cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;gamma-delta T cell;mature gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",CX3C
CYP11A1,,,,no,0.04,0.017,462,194,-1.281,ENSG00000140459,"Cholesterol side-chain cleavage enzyme, mitochondrial",Mitochondrion inner membrane,Sertoli cell;neuroendocrine cell;chromaffin cell;mesothelial cell;glandular epithelial cell;cortical cell of adrenal gland;Leydig cell;extravillous trophoblast;syncytiotrophoblast cell;sympathetic neuron;theca cell,
CYP17A1,,,,no,0.077,0.058,887,675,-0.423,ENSG00000148795,"Steroid 17-alpha-hydroxylase/17,20 lyase",Endoplasmic reticulum membrane,epithelial cell;neuroendocrine cell;chromaffin cell;glandular epithelial cell;cortical cell of adrenal gland;Leydig cell;sympathetic neuron,
CYP19A1,,,,no,0.342,0.088,3922,1023,-1.968,ENSG00000137869,Aromatase,Endoplasmic reticulum membrane,hepatoblast;trophoblast giant cell;syncytiotrophoblast cell;neuron,
DAB1,,,,no,0.13,0.068,1489,790,-0.943,ENSG00000173406,Disabled homolog 1,,lens epithelial cell;anterior lens cell;neuron;interneuron;inhibitory interneuron;amacrine cell;retina horizontal cell;Purkinje cell;GABAergic neuron;glutamatergic neuron,
DACH1,,,,no,0.987,1.368,11304,15989,0.471,ENSG00000276644,Dachshund homolog 1 (Dach1),Nucleus,pigmented epithelial cell;pigmented ciliary epithelial cell;non-pigmented ciliary epithelial cell;renal beta-intercalated cell;lung endothelial cell;luminal cell of prostate epithelium;endothelial cell;endothelial cell of vascular tree;kidney distal convoluted tubule epithelial cell;kidney glomerular epithelial cell;podocyte;kidney connecting tubule epithelial cell;neuron;kidney interstitial fibroblast;renal interstitial pericyte;kidney interstitial cell,
DCDC1,,,,no,0.236,0.166,2699,1945,-0.502,ENSG00000170959,Doublecortin domain-containing protein 1 (Doublecortin domain-containing 5 protein),Midbody,ependymal cell;smooth muscle cell of sphincter of pupil;ganglion interneuron;stellate neuron,
