gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio_326_over_323,gene_id,full_name,location,cell_type,cellchat_pathway
ATG2A,,,,no,2.455,3.748,28120,43792,0.61,ENSG00000110046,Autophagy-related protein 2 homolog A,Preautophagosomal structure membrane,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",
ATL2,,,,no,4.971,5.374,56927,62796,0.113,ENSG00000119787,Atlastin-2,Endoplasmic reticulum membrane,renal beta-intercalated cell;white fat cell,
ATM,,,,no,9.108,10.276,104310,120077,0.174,ENSG00000149311,Serine-protein kinase ATM,Nucleus,"central nervous system macrophage;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;mucosal invariant T cell;mature T cell",
ATOH1,,,,no,0.032,,362,0,,ENSG00000172238,Transcription factor ATOH1 (Atonal bHLH transcription factor 1) (Class A basic helix-loop-helix protein 14) (bHLHa14) (Helix-loop-helix protein hATH-1) (hATH1) (Protein atonal homolog 1),Nucleus,intestine goblet cell;large intestine goblet cell;colon goblet cell;small intestine goblet cell,
ATP5F1C,,,,no,23.016,20.941,263606,244694,-0.136,ENSG00000165629,"ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)",Mitochondrion inner membrane,mast cell;mucosal type mast cell,
BACE2,,,,no,22.264,25.449,254988,297366,0.193,ENSG00000182240,Beta-secretase 2,Cell membrane,basal epithelial cell of prostatic duct;lung goblet cell;duodenum glandular cell;luminal cell of prostate epithelium;melanocyte of skin,
BATF,,,,no,0.664,0.516,7602,6029,-0.363,ENSG00000156127,Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF) (SF-HT-activated gene 2 protein) (SFA-2),Nucleus,"duct epithelial cell;luminal epithelial cell of mammary gland;mammary gland epithelial cell;mast cell;CD4-positive helper T cell;T-helper 17 cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell;regulatory T cell;exhausted T cell;group 2 innate lymphoid cell",
BATF3,,,,no,0.311,0.386,3567,4512,0.31,ENSG00000123685,Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT),Nucleus,"hematopoietic cell;blood cell;granulocyte;CD141-positive myeloid dendritic cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;pre-conventional dendritic cell",
BCHE,,,,no,0.193,0.124,2212,1451,-0.637,ENSG00000114200,Cholinesterase,Secreted,glioblast;Schwann cell precursor;neural crest cell;interstitial cell of Cajal;tracheobronchial smooth muscle cell;neuron,
BCL11B,,,,no,0.083,0.146,949,1708,0.819,ENSG00000127152,B-cell lymphoma/leukemia 11B (BCL-11B) (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein) (hRit1),Nucleus,"lymphocyte;T cell;alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;central memory CD8-positive, alpha-beta T cell;type I NK T cell;mature T cell;memory T cell;regulatory T cell;naive T cell;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;DN4 thymocyte;DN1 thymic pro-T cell;early T lineage precursor",
BCL2,,,,no,1.295,1.556,14831,18181,0.265,ENSG00000171791,Apoptosis regulator Bcl-2,Mitochondrion outer membrane,parietal epithelial cell;kidney loop of Henle thin descending limb epithelial cell;melanocyte;Schwann cell;fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
BCL6,,,,no,4.238,3.414,48535,39897,-0.312,ENSG00000113916,B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51),Nucleus,skeletal muscle fiber;fast muscle cell;cell of skeletal muscle;white fat cell;subcutaneous fat cell;sebaceous gland cell,
BIK,,,,no,1.012,0.954,11590,11151,-0.085,ENSG00000100290,Bcl-2-interacting killer (Apoptosis inducer NBK) (BIP1) (BP4),Endomembrane system,pulmonary ionocyte;brush cell;brush cell of trachebronchial tree;brush cell of bronchus;intestinal tuft cell;tuft cell of colon;ionocyte,
BIRC5,,,,no,0.708,0.358,8109,4186,-0.983,ENSG00000089685,Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin),Cytoplasm,"double-positive, alpha-beta thymocyte;large pre-B-II cell",
BMP2K,,,,no,4.076,4.833,46679,56475,0.246,ENSG00000138756,BMP-2-inducible protein kinase (BIKe),Nucleus,lens epithelial cell;anterior lens cell;macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;enucleate erythrocyte;mast cell;immature innate lymphoid cell,
BMP5,,,,no,0.538,0.205,6167,2395,-1.393,ENSG00000112175,Bone morphogenetic protein 5 (BMP-5),Secreted,fibroblast;pulmonary interstitial fibroblast;alveolar type 2 fibroblast cell;chondrocyte;pericyte,BMP
