gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041323,detection_pct_0041326,det_max,n_cells_0041323,n_cells_0041326,log2_detection_ratio
ANGPT2,,,no,True,ENSG00000091879,Angiopoietin-2 (ANG-2),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of umbilical vein;endothelial cell of artery;capillary endothelial cell;prostate gland microvascular endothelial cell;medullary thymic epithelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus;surface ectodermal cell;muscle cell;smooth muscle cell;trophoblast giant cell,ANGPT,0.184,0.145,0.184,2110,1697,-0.343
ANKS1A,,,no,True,ENSG00000064999,Ankyrin repeat and SAM domain-containing protein 1A (Odin),Cytoplasm;Cell projection,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;hepatic stellate cell,,2.925,3.678,3.678,33502,42979,0.33
APCDD1,,,no,True,ENSG00000154856,Protein APCDD1 (Adenomatosis polyposis coli down-regulated 1 protein),Cell membrane,endothelial cell of uterus;endocardial cell;cerebral cortex endothelial cell;skin fibroblast;stromal cell;stromal cell of ovary,,4.864,3.441,4.864,55704,40207,-0.499
APLN,,,no,True,ENSG00000171388,Apelin (APJ endogenous ligand),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of umbilical vein;endothelial cell of vascular tree;cerebral cortex endothelial cell,APELIN,0.182,0.065,0.182,2085,758,-1.489
APLNR,,,no,True,ENSG00000134817,Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (G-protein coupled receptor HG11),Cell membrane,endothelial tip cell;glomerular capillary endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;gut endothelial cell,APELIN;APJ,0.195,0.181,0.195,2233,2119,-0.105
APOB,,,no,True,ENSG00000084674,Apolipoprotein B-100 (Apo B-100),Cytoplasm,hepatoblast;epithelial cell;ciliated epithelial cell;enterocyte;enterocyte of epithelium of large intestine;enterocyte of colon;enterocyte of epithelium of small intestine;enterocyte of epithelium proper of ileum;cholangiocyte;intrahepatic cholangiocyte;columnar/cuboidal epithelial cell;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;M cell of gut;intestinal epithelial cell;epithelial cell of large intestine;colon epithelial cell;epithelial cell of small intestine;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;Kupffer cell;hepatic stellate cell,ApoB,0.084,0.046,0.084,963,539,-0.866
APOL3,,,no,True,ENSG00000128284,Apolipoprotein L3 (Apolipoprotein L-III) (ApoL-III) (TNF-inducible protein CG12-1) (CG12_1),Cytoplasm,vasa recta descending limb cell;fenestrated cell;glomerular endothelial cell,,1.127,1.638,1.638,12904,19141,0.54
APP,,,no,True,ENSG00000142192,Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II),Cell membrane,epithelial cell;lens epithelial cell;anterior lens cell;endothelial tip cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;lung endothelial cell;type B pancreatic cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;kidney loop of Henle thin ascending limb epithelial cell;surface ectodermal cell,APP,50.114,50.835,50.835,573949,593997,0.021
BCAM,,,no,True,ENSG00000187244,Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239),Membrane,basal cell of epithelium of trachea;lung neuroendocrine cell;blood vessel endothelial cell;vasa recta descending limb cell;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;pancreatic PP cell;pancreatic epsilon cell;PP cell;fallopian tube secretory epithelial cell;club cell;endothelial cell of uterus;kidney loop of Henle thin ascending limb epithelial cell;kidney glomerular epithelial cell;parietal epithelial cell;ovarian surface epithelial cell;placental villous trophoblast,,7.253,10.178,10.178,83066,118932,0.489
BCL6B,,,no,True,ENSG00000161940,B-cell CLL/lymphoma 6 member B protein (Bcl6-associated zinc finger protein) (Zinc finger protein 62),Nucleus,squamous epithelial cell;vein endothelial cell;endothelial cell of umbilical vein,,0.397,0.339,0.397,4547,3966,-0.226
BMP2,,,no,True,ENSG00000125845,Bone morphogenetic protein 2 (BMP-2) (Bone morphogenetic protein 2A) (BMP-2A),Secreted,endothelial cell of lymphatic vessel,BMP,6.312,3.984,6.312,72291,46556,-0.664
BMP6,,,no,True,ENSG00000153162,Bone morphogenetic protein 6 (BMP-6) (VG-1-related protein) (VG-1-R) (VGR-1),Secreted,cardiac endothelial cell,BMP,0.161,0.185,0.185,1844,2162,0.201
BMPER,,,no,True,ENSG00000164619,BMP-binding endothelial regulator protein (Bone morphogenetic protein-binding endothelial cell precursor-derived regulator) (Protein crossveinless-2) (hCV2),Secreted,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;endocardial cell;skeletal muscle fibroblast;preadipocyte;white fat cell;chondrocyte,,0.24,0.159,0.24,2743,1863,-0.587
BMPR2,,,no,True,ENSG00000204217,Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2),Cell membrane,epithelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;cardiac endothelial cell,BMP;BMP10;GDF,8.807,8.272,8.807,100863,96653,-0.09
CA12,,,no,True,ENSG00000074410,Carbonic anhydrase 12,Membrane,kidney collecting duct epithelial cell;kidney collecting duct intercalated cell;corneal endothelial cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;kidney distal convoluted tubule epithelial cell;kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;kidney cortex tubule cell;kidney connecting tubule epithelial cell;epithelial cell of nephron;kidney loop of Henle epithelial cell;mesothelial fibroblast;kidney cell;kidney collecting duct cell,,15.295,17.295,17.295,175172,202089,0.177
CA4,,,no,True,ENSG00000167434,Carbonic anhydrase 4,Cell membrane,vasa recta ascending limb cell;capillary endothelial cell;paneth cell;paneth cell of colon;epithelial cell of large intestine;colon epithelial cell;kidney loop of Henle thin ascending limb epithelial cell,,2.352,2.623,2.623,26935,30654,0.158
CALCRL,,,no,True,ENSG00000064989,Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),Cell membrane,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;retinal blood vessel endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;dermis microvascular lymphatic vessel endothelial cell;endothelial cell of uterus;cardiac endothelial cell;endocardial cell;surface ectodermal cell;neuron;medium spiny neuron,CALCR;ADM;CALC;IAPP,1.821,1.473,1.821,20854,17212,-0.306
CAV2,,,no,True,ENSG00000105971,Caveolin-2,Nucleus;Cytoplasm;Golgi apparatus membrane,pancreatic ductal cell;myoepithelial cell;myoepithelial cell of mammary gland;endothelial cell of artery;capillary endothelial cell;mesothelial cell of pleura;type I pneumocyte;bronchial smooth muscle cell;brown fat cell;adipocyte of breast,,5.932,5.385,5.932,67943,62928,-0.14
CAVIN2,,,no,True,ENSG00000168497,Caveolae-associated protein 2 (Cavin-2) (PS-p68) (Phosphatidylserine-binding protein) (Serum deprivation-response protein),Cytoplasm,squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;type I pneumocyte;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus;surface ectodermal cell;platelet;peripheral blood mononuclear cell;megakaryocyte-erythroid progenitor cell;megakaryocyte,,1.508,1.943,1.943,17271,22701,0.365
CAVIN3,,,no,True,ENSG00000170955,Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC),Cytoplasm,vasa recta descending limb cell;cerebral cortex endothelial cell;endosteal cell;follicular dendritic cell;smooth muscle cell;vascular associated smooth muscle cell;smooth muscle fiber of ileum;myometrial cell;bronchial smooth muscle cell;reticular cell;pancreatic stellate cell,,2.744,2.901,2.901,31423,33900,0.081
CCL14,,,no,True,ENSG00000276409,C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14),Secreted,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;vasa recta ascending limb cell;retinal blood vessel endothelial cell;kidney capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;basal cell of prostate epithelium;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus,CCL,2.491,3.249,3.249,28524,37966,0.384
CCL23,,,no,True,ENSG00000274736,C-C motif chemokine 23 (CK-beta-8) (CKB-8) (Macrophage inflammatory protein 3) (MIP-3) (Myeloid progenitor inhibitory factor 1) (MPIF-1) (Small-inducible cytokine A23),Secreted,endothelial cell of uterus,CCL,0.077,0.067,0.077,882,784,-0.199
CCN2,,,no,True,ENSG00000118523,CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8),Secreted,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;endothelial cell of umbilical vein;pancreatic PP cell;PP cell;endothelial cell of uterus;kidney glomerular epithelial cell;parietal epithelial cell;enteric smooth muscle cell;glutamatergic neuron;tendon cell,,6.815,6.411,6.815,78050,74916,-0.088
CD200,,,no,True,ENSG00000091972,OX-2 membrane glycoprotein (CD antigen CD200),Cell membrane,prostate gland microvascular endothelial cell;pancreatic PP cell;endothelial cell of lymphatic vessel;hematopoietic multipotent progenitor cell;early lymphoid progenitor,CD200,2.131,2.024,2.131,24406,23652,-0.074
CD209,,,no,True,ENSG00000090659,CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209),Secreted,blood vessel endothelial cell;endothelial cell of lymphatic vessel;mononuclear phagocyte,CEACAM;ICAM,0.654,0.521,0.654,7485,6084,-0.328
CD320,,,no,True,ENSG00000167775,CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320),Cell membrane,gut endothelial cell;cerebral cortex endothelial cell;plasmablast,,0.235,0.188,0.235,2689,2194,-0.322
CD34,,,no,True,ENSG00000174059,Hematopoietic progenitor cell antigen CD34 (CD antigen CD34),Membrane,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;interstitial cell of Cajal;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;capillary endothelial cell;gut endothelial cell;endothelial cell of uterus;hematopoietic multipotent progenitor cell;early T lineage precursor;common lymphoid progenitor;keratocyte;adventitial cell",CD34;SELL,3.511,4.827,4.827,40207,56397,0.459
CD36,,,no,True,ENSG00000135218,Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36),Cell membrane,"vein endothelial cell;capillary endothelial cell;dermis microvascular lymphatic vessel endothelial cell;Hofbauer cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast;dendritic cell, human;erythroid lineage cell;erythroblast;fat cell;white fat cell;adipocyte of breast",THBS,2.321,2.918,2.918,26582,34098,0.33
CD59,,,no,True,ENSG00000085063,CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59),Cell membrane,pancreatic ductal cell;blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell of vascular tree;epithelial cell of urethra;fibroblast of breast;serous cell of epithelium of trachea,,16.947,12.598,16.947,194095,147205,-0.428
CD93,,,no,True,ENSG00000125810,Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93),Membrane,squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of uterus;endocardial cell;alternatively activated macrophage,,2.551,2.107,2.551,29222,24623,-0.276
CDH5,,,no,True,ENSG00000179776,Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144),Cell junction,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;endothelial cell of umbilical vein;vasa recta descending limb cell;endothelial cell of artery;kidney capillary endothelial cell;capillary endothelial cell;lung endothelial cell;glomerular endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus;cardiac endothelial cell;endocardial cell;cerebral cortex endothelial cell;surface ectodermal cell;extravillous trophoblast,ANGPTL;CDH5,0.912,1.521,1.521,10450,17772,0.737
CDK17,,,no,True,ENSG00000059758,Cyclin-dependent kinase 17,,cardiac endothelial cell,,4.347,5.038,5.038,49784,58870,0.213
CDKN1A,,,no,True,ENSG00000124762,Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21),Cytoplasm,skeletal muscle satellite stem cell;epithelial cell of lacrimal sac;prostate gland microvascular endothelial cell;medullary thymic epithelial cell;vascular associated smooth muscle cell;myometrial cell;skeletal muscle satellite cell;mature conventional dendritic cell;tendon cell,,15.485,12.015,15.485,177354,140389,-0.366
CEACAM1,,,no,True,ENSG00000079385,Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (CD antigen CD66a),Cell membrane,vasa recta ascending limb cell;kidney capillary endothelial cell;epithelial cell of urethra;myelocyte,CEACAM,0.378,0.611,0.611,4333,7134,0.69
CEMIP2,,,no,True,ENSG00000135048,Inactive cell surface hyaluronidase CEMIP2 (Cell migration-inducing hyaluronidase 2) (Transmembrane protein 2),Cell membrane,corneal endothelial cell;endothelial tip cell,,6.108,5.331,6.108,69949,62295,-0.196
CFAP20,,,no,True,ENSG00000070761,Cilia- and flagella-associated protein 20 (Basal body up-regulated protein 22) (Transcription factor IIB),Nucleus,vasa recta ascending limb cell;glomerular capillary endothelial cell;gut endothelial cell;enteric neuron;peripheral nervous system neuron,,1.689,1.567,1.689,19349,18313,-0.108
CHRM3,,,no,True,ENSG00000133019,Muscarinic acetylcholine receptor M3,Cell membrane,kidney capillary endothelial cell;epithelial cell of sweat gland;smooth muscle cell of sphincter of pupil;ciliary muscle cell;stellate neuron;visceromotor neuron,Ach,2.547,2.524,2.547,29172,29490,-0.013
CLDN5,,,no,True,ENSG00000184113,Claudin-5 (Transmembrane protein deleted in VCFS) (TMDVCF),Cell junction,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus;cerebral cortex endothelial cell;surface ectodermal cell,,0.915,2.032,2.032,10484,23747,1.151
CLEC14A,,,no,True,ENSG00000176435,C-type lectin domain family 14 member A (Epidermal growth factor receptor 5) (EGFR-5),Membrane,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;endothelial cell of umbilical vein;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of uterus;cerebral cortex endothelial cell,,1.092,1.641,1.641,12512,19177,0.587
CLEC4M,,,no,True,ENSG00000104938,C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299),Secreted,Sertoli cell;mesothelial cell;endothelial cell of lymphatic vessel;ovarian surface epithelial cell,,0.127,0.112,0.127,1457,1306,-0.187
CMTM8,,,no,True,ENSG00000170293,CKLF-like MARVEL transmembrane domain-containing protein 8 (Chemokine-like factor superfamily member 8),Cytoplasm;Nucleus,type B pancreatic cell;pancreatic PP cell;pancreatic epsilon cell;fenestrated cell;glomerular endothelial cell;late pro-B cell;neuron,,9.908,9.623,9.908,113475,112444,-0.042
CNKSR3,,,no,True,ENSG00000153721,Connector enhancer of kinase suppressor of ras 3 (Connector enhancer of KSR 3) (CNK homolog protein 3) (CNK3) (CNKSR family member 3) (Maguin-like protein),Cytoplasm,taste receptor cell;endothelial cell of lymphatic vessel;retinal pigment epithelial cell;surface ectodermal cell,,4.331,4.882,4.882,49597,57041,0.173
COL4A1,,,no,True,ENSG00000187498,Collagen alpha-1(IV) chain,Secreted,mesenchymal stem cell;endothelial tip cell;retinal blood vessel endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;skeletal muscle fibroblast;extravillous trophoblast;pancreatic stellate cell;fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle;mural cell,COLLAGEN;ADGRG,16.921,10.786,16.921,193799,126026,-0.65
COL4A3,,,no,True,ENSG00000169031,Collagen alpha-3(IV) chain (Goodpasture antigen),Secreted,corneal endothelial cell;lens epithelial cell;anterior lens cell;epithelial cell of lung;type I pneumocyte;kidney loop of Henle thin ascending limb epithelial cell;lens fiber cell;secondary lens fiber;kidney glomerular epithelial cell;podocyte;retinal pigment epithelial cell,COLLAGEN;ADGRG,0.736,0.679,0.736,8424,7939,-0.114
COL4A4,,,no,True,ENSG00000081052,Collagen alpha-4(IV) chain,Secreted,corneal endothelial cell;lens epithelial cell;anterior lens cell;epithelial cell of lung;lens fiber cell;secondary lens fiber;kidney glomerular epithelial cell;podocyte;fibroblast of cardiac tissue;kidney interstitial fibroblast;kidney interstitial cell,COLLAGEN;ADGRG,2.031,1.592,2.031,23266,18600,-0.352
COL4A5,,,no,True,ENSG00000188153,Collagen alpha-5(IV) chain,Secreted,basal epithelial cell of prostatic duct;corneal endothelial cell;lens epithelial cell;anterior lens cell;lens fiber cell;secondary lens fiber;ciliary muscle cell,COLLAGEN;ADGRG,0.223,0.229,0.229,2549,2675,0.041
COL5A2,,,no,True,ENSG00000204262,Collagen alpha-2(V) chain,Secreted,corneal endothelial cell;endosteal cell;preosteoblast;muscle cell;smooth muscle cell;connective tissue cell;fibroblast;alveolar type 2 fibroblast cell;preadipocyte;brown preadipocyte;fibroblast of cardiac tissue;fibroblast of lung;mesothelial fibroblast;osteoblast;mesenchymal cell;fibro/adipogenic progenitor cell,,3.242,2.494,3.242,37135,29143,-0.379
COLEC12,,,no,True,ENSG00000158270,Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin),Membrane,pigmented epithelial cell;pigmented ciliary epithelial cell;non-pigmented ciliary epithelial cell;dermis microvascular lymphatic vessel endothelial cell;endosteal cell;immature innate lymphoid cell;connective tissue cell;fibroblast;fibroblast of lung,,1.107,1.485,1.485,12677,17350,0.424
CSF2,,,no,True,ENSG00000164400,Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim),Secreted,"endothelial cell of umbilical vein;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell;group 3 innate lymphoid cell",IL4,0.024,,0.024,272,0,
